learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
3.0,0.037928357,1.3691402201727034E-9,3.0,33.33333333333333,0.0,3.0,139536.0,10.0,0.0,2.4000000000000004,0.45215533220835114,6012.8,671.0980190040133,0.8999999999999999,0.09999999999999999,0.8999999999999999,0.09999999999999999,0.8999999999999999,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.0,0.066415808,2.4549658676423134E-9,6.0,50.0,0.0,6.0,147336.0,10.0,0.0,5.4,1.0974718422102885,6620.0,231.77383612287022,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9.0,0.083741865,3.133974976036698E-9,9.0,66.66666666666666,0.0,9.0,151488.0,10.0,0.0,8.2,1.103529690483123,7035.2,150.85038945922548,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12.0,0.098507224,3.720758745097038E-9,12.0,66.66666666666666,0.0,12.0,153616.0,10.0,0.0,10.8,0.9865765724632494,7244.799999999999,114.52518403293558,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15.0,0.113537215,4.321231968276617E-9,15.0,73.33333333333333,0.0,15.0,154432.0,10.0,0.0,12.5,1.0137937550497031,7326.4,110.81147152809683,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18.0,0.12874922,4.9401848500284055E-9,18.0,72.22222222222221,0.0,18.0,157280.0,10.0,0.0,14.7,1.0333333333333332,7441.6,42.14345869896195,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21.0,0.137135817,5.282741598137137E-9,21.0,71.42857142857143,0.0,21.0,157888.0,10.0,0.0,16.4,0.9451631252505217,7502.4,34.989268195961,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24.0,0.145311953,5.6171080243401225E-9,24.0,75.0,19.10112359550559,24.0,158080.0,10.0,0.0,17.2,1.0413666234542203,7521.6,36.12915104947189,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27.0,0.153687648,5.96034620731655E-9,27.0,77.77777777777779,31.932773109243705,27.0,158408.0,10.0,0.0,20.999999999999996,1.1737877907772676,7552.8,33.059138928088664,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,0.162011753,6.303003476295205E-9,30.0,73.33333333333333,29.41176470588236,30.0,159120.0,10.0,0.0,29.9,1.369914839202301,7620.8,25.04963960707709,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33.0,0.169659367,6.618668047520848E-9,33.0,72.72727272727273,27.027027027027025,33.0,159552.0,10.0,0.0,32.199999999999996,1.4742229591663987,7664.0,25.9914515861572,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36.0,0.176499244,6.9042198249283756E-9,36.0,69.44444444444444,19.51219512195122,36.0,161376.0,10.0,0.0,37.5,2.477678124553084,7678.400000000001,19.66112916391122,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
39.0,0.183388638,7.191924392316076E-9,39.0,69.23076923076923,27.777777777777768,39.0,161424.0,10.0,0.0,39.2,2.0965580258021848,7683.2,19.16292717143642,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42.0,0.190204777,7.477134062776134E-9,42.0,69.04761904761905,28.346456692913392,42.0,161744.0,10.0,0.0,42.9,1.6428295373802142,7715.2,9.480740711803303,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45.0,0.19690954,7.757891538377022E-9,45.0,68.88888888888889,27.083333333333325,45.0,161864.0,10.0,0.0,48.0,1.9032136564826927,7727.200000000001,8.55414129725087,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48.0,0.203492234,8.033578326820085E-9,48.0,68.75,24.68619246861925,48.0,161888.0,10.0,0.0,49.900000000000006,2.0300519971446813,7729.6,8.828237523864964,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51.0,0.210003251,8.306344095127035E-9,51.0,66.66666666666666,19.944598337950126,51.0,161936.0,10.0,0.0,58.3,3.080584360149873,7734.4,8.499934640271597,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
54.0,0.216998138,8.599409562827398E-9,54.0,66.66666666666666,18.18181818181818,54.0,161952.0,10.0,0.0,61.0,2.973961069759395,7736.0,7.820201759261422,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
57.0,0.22414398,8.898814396065556E-9,57.0,68.42105263157895,19.718309859154914,57.0,161960.0,10.0,0.0,61.800000000000004,2.9544693074880453,7736.8,7.9509608084669825,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60.0,0.230977255,9.185137074297915E-9,60.0,70.0,24.263674614305756,60.0,161968.0,10.0,0.0,63.5,2.7618431848636478,7737.599999999999,7.617523657112377,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
63.0,0.237707541,9.467144385988099E-9,63.0,71.42857142857143,30.769230769230788,63.0,161968.0,10.0,0.0,64.3,2.641758673476608,7737.599999999999,7.617523657112377,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
66.0,0.244250029,9.741404592425872E-9,66.0,72.72727272727273,34.14634146341466,66.0,162040.0,10.0,0.0,66.5,2.6214923654709015,7744.8,6.793460908190408,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
69.0,0.250632603,1.0009080110455137E-8,69.0,72.46376811594203,32.52702007205352,69.0,162112.0,10.0,0.0,69.60000000000001,2.844878439113582,7752.0,7.542472332656514,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
72.0,0.257063487,1.0278781676952623E-8,72.0,72.22222222222221,33.02325581395347,72.0,162112.0,10.0,0.0,74.79999999999998,3.0177254127350084,7752.0,7.542472332656514,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
75.0,0.263455977,1.0546992126456979E-8,75.0,70.66666666666667,29.487179487179493,75.0,162184.0,10.0,0.0,80.7,3.1271215020988374,7759.2,6.999682532483565,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
78.0,0.270044688,1.0826299010511073E-8,78.0,70.51282051282051,28.525896414342654,78.0,163864.0,10.0,0.0,89.5,3.499999999999999,7759.2,6.999682532483565,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
81.0,0.276503134,1.110008373533686E-8,81.0,71.60493827160494,31.381215469613256,81.0,163864.0,10.0,0.0,91.4,3.599999999999999,7759.2,6.999682532483565,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84.0,0.282947419,1.1373308162204921E-8,84.0,72.61904761904762,34.01639344262295,84.0,163888.0,10.0,0.0,92.5,3.4034296427770223,7761.599999999999,6.618492611195161,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
87.0,0.289312695,1.1643195943621297E-8,87.0,73.5632183908046,36.45601778342332,87.0,163896.0,10.0,0.0,93.39999999999999,3.44222150491349,7762.400000000001,6.086779845607107,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
90.0,0.296318834,1.1940299824029206E-8,90.0,73.33333333333333,36.65689149560116,90.0,163920.0,10.0,0.0,98.5,3.715582801601325,7764.8,6.332982446420231,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
93.0,0.302755,1.2213246623629495E-8,93.0,73.11827956989248,36.9747899159664,93.0,163928.0,10.0,0.0,101.7,3.961060464067671,7765.599999999999,6.086779845607104,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
96.0,0.30914664,1.248431837984671E-8,96.0,73.95833333333334,39.02439024390245,96.0,163936.0,10.0,0.0,103.5,3.933474573735315,7766.4,6.173779681488121,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
99.0,0.315615308,1.2759286138146286E-8,99.0,73.73737373737373,38.09523809523808,99.0,164312.0,10.0,0.0,108.80000000000001,3.3359989341858136,7804.0,4.0000000000000036,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
102.0,0.322122711,1.3035927365084902E-8,102.0,72.54901960784314,36.5051133837261,102.0,164328.0,10.0,0.0,116.3,3.571647612330571,7805.6,3.587633079219744,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
105.0,0.328475394,1.3306004318344508E-8,105.0,72.38095238095238,36.7601246105919,105.0,164336.0,10.0,0.0,120.1,3.195309061734091,7806.4,3.7333333333333045,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
108.0,0.334816135,1.3575573571318138E-8,108.0,73.14814814814815,39.4431554524362,108.0,164336.0,10.0,0.0,121.3,2.9853345243409857,7806.4,3.7333333333333045,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
111.0,0.341155177,1.384508371259396E-8,111.0,73.87387387387388,41.86382517608813,111.0,164344.0,10.0,0.0,121.9,2.853652630109932,7807.2,3.666060555964634,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
114.0,0.34782822,1.412880802100524E-8,114.0,72.80701754385966,39.465570400822216,114.0,164352.0,10.0,0.0,128.0,2.970222587992728,7808.0,3.1552425509864315,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
117.0,0.354149453,1.4397574078893907E-8,117.0,72.64957264957265,40.096,117.0,164352.0,10.0,0.0,131.29999999999998,3.3301651610693437,7808.0,3.1552425509864315,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
120.0,0.360459975,1.466597614874649E-8,120.0,72.5,40.10889292196006,120.0,164408.0,10.0,0.0,134.9,3.652852766446155,7813.6,3.1664912232101092,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
123.0,0.366732167,1.4932747949132073E-8,123.0,73.17073170731707,41.521394611727416,123.0,164408.0,10.0,0.0,136.2,3.7912179221634488,7813.6,3.1664912232101092,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
126.0,0.373053599,1.520161404820159E-8,126.0,73.01587301587301,41.37931034482758,126.0,164408.0,10.0,0.0,142.0,4.253103442063087,7813.6,3.1664912232101092,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129.0,0.379556673,1.547856921725182E-8,129.0,72.86821705426357,40.771349862258944,129.0,164624.0,10.0,0.0,147.5,4.549114687985393,7835.2,3.199999999999985,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
132.0,0.38598562,1.57523674399385E-8,132.0,73.48484848484848,42.07622868605817,132.0,164624.0,10.0,0.0,150.2,4.386342439892261,7835.2,3.199999999999985,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
135.0,0.392320081,1.6022154769951267E-8,135.0,74.07407407407408,43.85026737967913,135.0,164632.0,10.0,0.0,152.7,4.565693326928076,7836.0,2.9814239699997045,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
138.0,0.398611645,1.6290115098882877E-8,138.0,73.91304347826086,43.66069403492855,138.0,164632.0,10.0,0.0,155.3,4.876360209099497,7836.0,2.9814239699997045,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
141.0,0.404914716,1.6558578560604813E-8,141.0,74.46808510638297,44.814090019569456,141.0,164640.0,10.0,0.0,157.2,5.070174224488412,7836.799999999999,2.719477073916132,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
144.0,0.411258341,1.6828795575598872E-8,144.0,73.61111111111111,43.45939243645383,144.0,164656.0,10.0,0.0,165.29999999999998,5.368736660829373,7838.400000000001,2.324746103221699,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
147.0,0.417607441,1.7099245807114573E-8,147.0,73.46938775510205,43.27693677649155,147.0,164656.0,10.0,0.0,169.39999999999998,5.562173835630974,7838.400000000001,2.324746103221699,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
150.0,0.423956771,1.7369705835854013E-8,150.0,74.0,43.93329499712478,150.0,164656.0,10.0,0.0,170.6,5.383513928859312,7838.400000000001,2.324746103221699,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
153.0,0.430752063,1.7659176404227812E-8,153.0,74.50980392156863,44.98939799022772,153.0,164664.0,10.0,0.0,171.7,5.18555686498567,7839.2,2.2150996967781706,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
156.0,0.441756374,1.813272835024322E-8,156.0,75.0,46.00638977635783,156.0,166344.0,10.0,0.0,174.2,5.126835714594767,7839.2,2.2150996967781706,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
159.0,0.448152567,1.8408004192912743E-8,159.0,74.21383647798741,44.67453110413306,159.0,166360.0,10.0,0.0,180.0,5.44671154612273,7840.800000000001,1.8666666666666971,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
162.0,0.454568041,1.868410984067453E-8,162.0,74.69135802469135,46.026328620185275,162.0,166360.0,10.0,0.0,181.29999999999998,5.114358871517199,7840.800000000001,1.8666666666666971,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
165.0,0.460987683,1.89604081546598E-8,165.0,74.54545454545455,45.87628865979382,165.0,166368.0,10.0,0.0,185.0,4.926120853842977,7841.599999999999,1.5999999999999548,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
168.0,0.468352949,1.927740567225549E-8,168.0,74.40476190476191,45.388569700635024,168.0,166368.0,10.0,0.0,189.8,5.282676089508675,7841.599999999999,1.5999999999999548,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
171.0,0.475454849,1.9583068043473694E-8,171.0,74.26900584795322,45.1923076923077,171.0,166368.0,10.0,0.0,191.70000000000002,5.325097808178423,7841.599999999999,1.5999999999999548,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
174.0,0.48337257,1.989387193992527E-8,174.0,74.13793103448276,45.06805107338291,174.0,151736.0,10.0,0.0,195.70000000000002,5.3645958737717505,6380.0,973.333515981718,1.4000000000000001,0.26666666666666666,1.2,0.13333333333333333,1.2,0.13333333333333333,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
177.0,0.489654393,2.014045994993713E-8,177.0,74.57627118644068,46.561556524656154,177.0,151736.0,10.0,0.0,196.4,5.317058501757444,6380.0,973.333515981718,1.4000000000000001,0.26666666666666666,1.2,0.13333333333333333,1.2,0.13333333333333333,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
180.0,0.496494279,2.0408954283102518E-8,180.0,73.88888888888889,45.29229177444387,180.0,151736.0,10.0,0.0,208.20000000000005,5.955016559357511,6380.0,973.333515981718,1.4000000000000001,0.26666666666666666,1.2,0.13333333333333333,1.2,0.13333333333333333,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
183.0,0.509031371,2.09402676711604E-8,183.0,73.77049180327869,44.87951807228917,183.0,163816.0,10.0,0.0,211.6,5.950163396449246,7586.400000000001,169.44584188859088,1.4000000000000001,0.26666666666666666,1.2,0.13333333333333333,1.2,0.13333333333333333,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
186.0,0.515609195,2.1219031355393428E-8,186.0,73.65591397849462,44.42005122575924,186.0,163816.0,10.0,0.0,214.0,6.139127697718046,7586.400000000001,169.44584188859088,1.4000000000000001,0.26666666666666666,1.2,0.13333333333333333,1.2,0.13333333333333333,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
189.0,0.522165886,2.1496899437533898E-8,189.0,73.54497354497354,44.260941370767966,189.0,163816.0,10.0,0.0,220.6,6.756396146533216,7586.400000000001,169.44584188859088,1.4000000000000001,0.26666666666666666,1.2,0.13333333333333333,1.2,0.13333333333333333,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
192.0,0.528808687,2.177841680260582E-8,192.0,73.95833333333334,45.35519125683061,192.0,163816.0,10.0,0.0,222.10000000000002,6.607151008145981,7586.400000000001,169.44584188859088,1.4000000000000001,0.26666666666666666,1.2,0.13333333333333333,1.2,0.13333333333333333,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
195.0,0.537650404,2.21692623261383E-8,195.0,73.84615384615385,44.92440604751621,195.0,170872.0,10.0,0.0,226.8,7.066037707859256,8288.8,486.3380808541409,1.4000000000000001,0.26666666666666666,1.2,0.13333333333333333,1.2,0.13333333333333333,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
198.0,0.544238939,2.2460506595931946E-8,198.0,74.24242424242425,45.71551446081067,198.0,170872.0,10.0,0.0,229.20000000000002,7.12865890457509,8288.8,486.3380808541409,1.4000000000000001,0.26666666666666666,1.2,0.13333333333333333,1.2,0.13333333333333333,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
201.0,0.550781289,2.2749763431598742E-8,201.0,74.6268656716418,46.48394675019577,201.0,170904.0,10.0,0.0,231.5,7.163565220382004,8292.0,485.78038019024376,1.4000000000000001,0.26666666666666666,1.2,0.13333333333333333,1.2,0.13333333333333333,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
